id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
https://www.metabolomicsworkbench.org/	PR001552	http://dx.doi.org/10.21228/M8342Z			Metabolic effects of the protein kinase R	Spleen-derived macrophage from WT or Eif2ak2-/- (gene encoding PKR protein kinase) mice are treated with a synthetic RNA mimetic (polyinosinic:polycytidylic acid) to activate the kinase and metabolites were collected for analysis. The data identified 325 putative metabolites in the cell extracts, with a large number of significant differences between the Eif2ak2- /- and WT sample groups. Metabolite levels are predominantly suppressed in the WT compared to the Eif2ak2-/- cells, with depletion of specific metabolites in amino acid, carbohydrate, lipid and nucleotide pathways, while several amino acid metabolites were significantly elevated in the WT cells compared to the Eif2ak2-/-. The changes appear to delineate a pseudo-starvation response in the WT cells. Phosphate energy metabolism is altered with decreased creatine and phosphocreatine and a compensatory increase in phosphorylated guanidinoacetate in the WT compared to the Eif2ak2- /- cells. There appears to be a constraint in glycolysis in the WT cells, most clearly in the pentose phosphate pathway.
https://www.metabolomicsworkbench.org/	PR001553	http://dx.doi.org/10.21228/M8ZB01			IFN-inducible phospholipid levels govern endosomal antiviral immunity	The interferon-induced transmembrane proteins (IFITMs) are implicated in several biological processes including antiviral defense, but their modes of action remain debated. Here, taking advantage of pseudotyped viral entry assays and replicating viruses, we uncover the requirement of host co-factors for endosomal antiviral inhibition through high-throughput proteomics and lipidomics in cellular models of IFITM restriction. Unlike plasma membrane (PM)-localized IFITM restriction that targets infectious SARS-CoV2 and other PM-fusing viral envelopes, inhibition of endosomal viral entry depends on lysines within the conserved IFITM intracellular loop. These residues recruit phosphatydilinositol-3-phosphate (PIP3) that we show here to be required for endosomal IFITM activity. We identify PIP3 as an IFN-inducible phospholipid that acts as a rheostat for endosomal antiviral immunity as its expression levels correlated with the potency of endosomal IFITM restriction and exogenous PIP3 enhanced inhibition of endocytic viruses including the recent SARS-CoV2 Omicron variant. Together, our results identify PIP3 levels as a critical regulator of endosomal IFITM restriction linking it to the Pi3K/Akt/mTORC pathway and elucidate cell-compartment specific antiviral mechanisms, informing the development of broadly acting antiviral strategies.
https://www.metabolomicsworkbench.org/	PR001554	http://dx.doi.org/10.21228/M8TM6T			Mass spectrometry dataset of LC-MS Lipidomics Analysis of Xenopus Laevis Optic Nerve	CNS injuries of the anuran amphibian, Xenopus laevis, are uniquely befitted for studying the molecular compositions of neuronal regeneration of retinal ganglion cells (RGC) due to a functional recovery of optic axons disparate to adult mammalian analogues. RGCs and their optic nerve axons undergo irreversible neurodegeneration in glaucoma and associated optic neuropathies, resulting in blindness in mammals. Conversely, Xenopus demonstrates RGC lifetime-spanning regenerative capabilities after optic nerve crush, inciting opportunities to compare de novo regeneration and develop efficient pharmaceutical approaches for vision restoration. Studies revealing lipidome alterations during optic nerve regeneration are sparse and could serve as a solid foundation for these underlying molecular changes. We profile the lipid changes in a transgenic line of 1 year old Xenopus laevis Tg(islet2b:gfp) frogs that were either left untreated (naïve) or had a monocular surgery of either a left optic crush injury (crush) or sham surgery (sham). Matching controls of uninjured right optic nerves were also collected (control). Tg(islet2b:gfp) frogs were allowed to recover for 7,12,18, and 27 days post optic nerve crush. Following euthanasia, the optic nerves were collected for lipidomic analysis. A modified Bligh and Dyer method [PMID: 13671378] was used for lipid extraction, followed by untargeted mass spectrometry lipid profiling with a Q-Exactive Orbitrap Liquid Chromatography-Mass Spectrometer (LC MS-MS) coupled with Vanquish Horizon Binary UHPLC LC-MS system.
https://www.metabolomicsworkbench.org/	PR001555	http://dx.doi.org/10.21228/M8PT4W			Proteomics and metabolomics of multiple sclerosis	Multiple sclerosis (MS) is a chronic autoimmune disease that affects the myelination of the neurons present in the central nervous system (CNS). The exact etiology of MS development is unclear, but various environmental and genetic factors might play a role in initiating the disease. Current treatments for MS enhance the quality of life and reduce the symptoms. One of these treatments is dimethyl fumarate (DMF), commercially known as Tecfidera. Experimental autoimmune encephalomyelitis (EAE) is a mouse model that is used to study the pathophysiology of MS disease as well as the effects of possible therapeutic agents. In this study, we investigated the effects of SIMR1707 which is a novel compound designed at Sharjah Institute for Medical Research (SIMR). . Single and multiple doses of SIMR1707 demonstrated high safety in mice studies. Treatment of EAE mice with SIMR1707 was able to reduce the EAE clinical scores and maintain their body weight similar to the MS FDA-approved (DMF, Tecfidera), when they were used preventively, prophylactically, or therapeutically. The histological and immunohistochemistry evaluations showed reduced clinical features such as signs of inflammation, demyelination, and infiltration of CD3-positive T cells into the brains of the EAE mice, as compared to vehicle-treated, or untreated EAE mice. Moreover, multi-OMICS experiments including Transcriptomics, Proteomics and Metabolomics were performed to gain insights into the relevant mechanism of action of the SIMR1707 in EAE and thus its therapeutic efficacy to treat MS. Same tissue samples extracted from the cerebellum part of the brain of normal, EAE vehicle-treated, and therapeutic SIMR1707 treated mice, were subjected for the whole RNA-sequencing for transcriptomics, Nano MS for proteomics analysis and LC-MS metabolomics analysis. The multi-OMICs integrative analysis showed that the treatment with SIMR1707 downregulated key biomarkers functionally associated with top pathways including calcium signaling, PI3K/AKT, and mTOR signaling pathways, which may play important roles in EAE and MS pathophysiology. Additionally, the metabolomics-based enriched-for-action pathway analysis showed that the top significantly activated metabolites (FC > 2, p < 0.05) are cholic acid, propionic acid, sphinganine, and nutriacholic acid. Consisting with the functional enrichment pathway analysis, two potent markers, Snta1 and Fscn1, involved in the actin-binding and cytoskeleton are commonly shared between transcriptomics and proteomics and showed mRNA-protein expression correlation in SIMR1707 treated compared to vehicle EAE mice. Importantly, these two markers are involved in the MT2/AKT/GSK3 pathway and may potentially play role in MS and EAE disease
https://www.metabolomicsworkbench.org/	PR001556	http://dx.doi.org/10.21228/M8K429			Serum metabolomics and lipidomics profiling in iliac arteriovenous fistula creation in clinical patients: part 1	This project is focused on a longitudinal analysis of the small molecules metabolomes in end stage renal disease patients undergoing iliac arteriovenous fistula creation using solution state NMR spectroscopy. Blood samples were obtained prior to surgery and again 6-weeks after AVF creation.
https://www.metabolomicsworkbench.org/	PR001557	http://dx.doi.org/10.21228/M8FD7Q			Metabolomic changes in growth of E. coli at four timepoints in MOPS rich and minimum medium	Metabolomic changes were profiled using untargeted metabolomics in E coli following its growth in two medium types: MOPS rich and minimum medium. the samples were taken at the beginning of lag phase, end of lag phase, middle log phase, beginning of stationary phase. the goal was to follow the metabolic changes during a complete growth cycle.
https://www.metabolomicsworkbench.org/	PR001558	http://dx.doi.org/10.21228/M89M65			Isobaric labeling metabolites CRC studies	Isobaric labeling-based relative quantification for the discovery of serum metabolite biomarkers associated with growing early colorectal adenomas
https://www.metabolomicsworkbench.org/	PR001559	http://dx.doi.org/10.21228/M85X3W			UBXD8 lipidomics from whole cells	The intimate association between the endoplasmic reticulum (ER) and mitochondrial membranes at ER-mitochondria contact sites (ERMCS) serves as a platform for several critical cellular processes, in particular lipid synthesis. Enzymes involved in lipid biosynthesis are enriched at contacts and membrane lipid composition at contacts is distinct relative to surrounding membranes. How contacts are remodeled and the subsequent biological consequences of altered contacts such as perturbed lipid metabolism remains poorly understood. Here we investigate if the ER-tethered ubiquitin-X domain adaptor 8 (UBXD8) regulates the lipidome of cells. LC-MS/MS lipidomics found significant changes in distinct lipid species in UBXD8 knockout cells, in particular in saturated or mono-unsaturated lipid species. Perturbation of contacts and inherent lipid synthesis is emerging as a hallmark in a variety of human disorders such as neurodegeneration. Our results suggest that contacts are exquisitely sensitive to alterations to membrane lipid composition and saturation in a manner that is dependent on UBXD8.
https://www.metabolomicsworkbench.org/	PR001560	http://dx.doi.org/10.21228/M8242N			Integrated gut microbiome and lipidomic analyses in animal models of Wilson disease reveal a role of intestine ATP7B in copper-related metabolic dysregulation	Although the main pathogenic mechanism of Wilson disease (WD) is related to copper accumulation in the liver and brain, there is limited knowledge about the role of ATP7B copper transporter in extra-hepatic organs, including the intestine, and how it could affect metabolic manifestations of the disease. The aims of the present study were to profile and correlate the gut microbiota and lipidome in mouse models of WD, and to study the metabolic effects of intestine-specific ATP7B deficiency in a newly generated mouse model. Animal models of WD presented reduced gut microbiota diversity compared to mice with normal copper metabolism. Comparative prediction analysis of the functional metagenome showed the involvement of several pathways including amino acid, carbohydrate, and lipid metabolisms. Lipidomic profiles showed dysregulated tri- and diglyceride, phospholipid, and sphingolipid metabolism. When challenged with a high-fat diet, Atp7b?IEC mice confirmed profound deregulation of fatty acid desaturation and sphingolipid metabolism pathways as well as altered APOB48 distribution in intestinal epithelial cells. Gut microbiome and lipidomic analyses reveal integrated metabolic changes underlying the systemic manifestations of WD. Intestine-specific ATP7B deficit affects both intestine and systemic response to high-fat challenge. WD is as systemic disease and organ-specific ATP7B variants can explain the varied phenotypic presentations.
https://www.metabolomicsworkbench.org/	PR001561	http://dx.doi.org/10.21228/M8XD8F			Isotopic Labeling Data for Analysis Software Testing	Pooled metabolite samples were split and tagged with either light or heavy chemical tags and then recombined at known mixing ratios for LC-MS acquisition and quantitative testing of isotopic labeling software.
https://www.metabolomicsworkbench.org/	PR001562	http://dx.doi.org/10.21228/M8SM54			Mass Spectrometry-based Proteomic and Metabolomic profiling of serum samples for discovery and validation of Tuberculosis diagnostic biomarker signature	Tuberculosis (TB) is a transmissible disease listed as one of the 10 leading causes of death worldwide (10 million infected in 2019). A swift and precise diagnosis is essential to forestall its transmission, for which is crucial the discovery of effective diagnostic biomarkers. In this study, we aimed to discover molecular biomarkers for the early diagnosis of tuberculosis. Two independent cohorts comprising 29 and 34 subjects were assayed by proteomics, and 49 were included for metabolomic analysis. All subjects were arranged into 3 experimental groups – healthy controls (Controls), Latent TB infection (LTBI) and TB patients. LC-MS/MS blood serum protein and metabolite levels were submitted to univariate, multivariate and ROC analysis. From the 149 proteins quantified in the discovery set, 25 were found to be differentially abundant between Controls and TB patients. The AUC, specificity and sensitivity, determined by ROC statistical analysis of the model composed by four of these proteins considering both proteomic sets, were 0.96; 93% and 91%, respectively. The five metabolites (9-methyluric acid, indole-3-lactic acid, trans-3-indoleacrylic acid, hexanoylglycine and N-acetyl-L-leucine) that better discriminate the control and TB patient groups (VIP > 1.75) from a total of 92 metabolites quantified in both ionization modes, were submitted to ROC analysis. An AUC=1 was determined with all samples being correctly assigned to the respective experimental group. An integrated ROC analysis enrolling 1 protein and 4 metabolites was also performed for the common control and TB patients in the proteomic and metabolomic groups. This combined signature has correctly assigned the 12 controls and 12 patients used only for prediction (AUC=1, specificity=100% and sensitivity=100%). This multi-omics approach has revealed a biomarker signature for tuberculosis diagnosis that could be potentially used for developing a point-of-care diagnosis clinical test.
https://www.metabolomicsworkbench.org/	PR001563	http://dx.doi.org/10.21228/M8NX4M			Insights from a Multi-Omics Integration (MOI) Study in Oil Palm (Elaeis guineensis Jacq.) Response to Abiotic Stresses: Part One—Salinity	Oil palm (Elaeis guineensis Jacq.) is the number one source of consumed vegetable oil nowadays. It is cultivated in areas of tropical rainforest, where it meets its natural condition of high rainfall throughout the year. The palm oil industry faces criticism due to a series of practices that was considered not environmentally sustainable, and it finds itself under pressure to adopt new and innovative procedures to reverse this negative public perception. Cultivating this oilseed crop outside the rainforest zone is only possible using artificial irrigation. Close to 30% of the world’s irrigated agricultural lands also face problems due to salinity stress. Consequently, the research community must consider drought and salinity together when studying to empower breeding programs in order to develop superior genotypes adapted to those potential new areas for oil palm cultivation. Multi-Omics Integration (MOI) offers a new window of opportunity for the non-trivial challenge of unraveling the mechanisms behind multigenic traits, such as drought and salinity tolerance. The current study carried out a comprehensive, large-scale, single-omics analysis (SOA), and MOI study on the leaves of young oil palm plants submitted to very high salinity stress. Taken together, a total of 1239 proteins were positively regulated, and 1660 were negatively regulated in transcriptomics and proteomics analyses. Meanwhile, the metabolomics analysis revealed 37 metabolites that were upreg- ulated and 92 that were downregulated. After performing SOA, 436 differentially expressed (DE) full-length transcripts, 74 DE proteins, and 19 DE metabolites underwent MOI analysis, revealing sev- eral pathways affected by this stress, with at least one DE molecule in all three omics platforms used. The Cysteine and methionine metabolism (map00270) and Glycolysis/Gluconeogenesis (map00010) pathways were the most affected ones, each one with 20 DE molecules.
https://www.metabolomicsworkbench.org/	PR001564	http://dx.doi.org/10.21228/M8J41M			Linking genetic and phenotypic changes in the long term evolution experiment using metabolomics	The metabolome of a cell is the integration point of an organism's environment, genetics, and gene expression pattern. The metabolic phenotype can be under selection and is known to contribute to adaption. However, the metabolome's inherent networked and convoluted nature makes relating mutations, metabolic changes, and effects on fitness challenging. To overcome this challenge, we use the Long Term Evolution Experiment (LTEE) as a model to understand how mutations can transduce themselves through a cellular network, eventually affecting metabolism and perhaps fitness. We used mass-spectropscopy to broadly survey the metabolomes of both ancestors and all 12 evolved lines and combined this with genomic and expression data to suggest how mutations that alter specific reaction pathways, such as the biosynthesis of nicotinamide adenine dinucleotide, might increase fitness in the system. Our work brings the field closer to a complete genotype-phenotype map for the LTEE and a better understanding of how mutations might affect fitness through the metabolome.
https://www.metabolomicsworkbench.org/	PR001565	http://dx.doi.org/10.21228/M8DD8S			Metabolic impacts of metformin to seasonal influenza vaccination: a pilot study of drug interaction with the immune response	We report here a double-blinded pilot study of seasonal influenza vaccination, where half of the participants received daily metformin administration. Global metabolomics was measured in the plasma samples at six timepoints. Metformin signatures were successfully identified in the metabolomics data. Statistically significant metabolite features were found both for the vaccination effect and for the drug-vaccine interactions.
https://www.metabolomicsworkbench.org/	PR001566	http://dx.doi.org/10.21228/M88M5G			Elucidating dynamic anaerobe metabolism with HRMAS 13C NMR and genome-scale modeling	Anaerobic microbial metabolism drives critical functions within global ecosystems, host-microbiota interactions, and industrial applications, yet remains ill-defined. Here we advance a versatile approach to elaborate cellular metabolism in obligate anaerobes using the pathogen Clostridioides difficile, an amino acid and carbohydrate-fermenting Clostridia. High-Resolution Magic Angle Spinning (HRMAS) Nuclear Magnetic Resonance (NMR) spectroscopy of C. difficile, grown with fermentable 13C substrates, informed dynamic flux balance analysis (dFBA) of the pathogen’s genome-scale metabolism. Analyses identified dynamic recruitment of oxidative and supporting reductive pathways, with integration of high-flux amino acid and glycolytic metabolism at alanine’s biosynthesis to support efficient energy generation, nitrogen handling, and biomass generation. Model predictions informed an approach leveraging the sensitivity of 13C NMR spectroscopy to simultaneously track cellular carbon and nitrogen flow from [U-13C]glucose and [15N]leucine, confirming the formation of [13C,15N]alanine. Findings identify metabolic strategies used by C. difficile to support its rapid colonization and expansion in gut ecosystems.
https://www.metabolomicsworkbench.org/	PR001567	http://dx.doi.org/10.21228/M84X5B			Multiomics study of CHCHD10S59L-related disease reveals energy metabolism downregulation: OXPHOS and β-oxidation deficiencies associated with lipids alterations	Mutations in the coiled-coil-helix-coiled-coil-helix domain containing 10 (CHCHD10) gene have been associated with a large clinical spectrum including myopathy, cardiomyopathy and amyotrophic lateral sclerosis (ALS). Herein, we analyzed the metabolic changes induced by the p.S59L CHCHD10 mutation to identify new therapeutic opportunities. Using metabolomic, lipidomic and proteomic analysis we observed a strong alteration of metabolism in plasma and heart of Chchd10S59L/+ mice compared to their wild type littermates at pre-symptomatic and symptomatic stages. In plasma, levels of phospholipids were decreased while those of carnitine derivatives and most of amino acids were increased. The cardiac tissue from Chchd10S59L/+ mice showed a decreased Oxidative Phosphorylation (OXPHOS) and ß-oxidation proteins levels as well as tricarboxylic acid cycle (TCA) intermediates and carnitine pathway metabolism. In parallel, lipidomics analysis reveals a drastic change in the lipidome, including triglyceride, cardiolipin and phospholipids. Consistent with this energetic deficiency in cardiac tissue, we show that L-acetylcarnitine supplementation improves the mitochondrial network length in IPS-derived cardiomyocytes from a patient carrying the CHCHD10S59L/+ mutation. These data indicate that a bioenergetic intermediate such as L-acetylcarnitine may restore mitochondrial function in CHCHD10-related disease, due to the reduction in energy deficit that could be compensated by carnitine metabolic pathways.
https://www.metabolomicsworkbench.org/	PR001568	http://dx.doi.org/10.21228/M8142B			Detection phytochelatins in human urine	The goal of this project was to detect phytochelatins, plant-derived peptides which function as metal chelators, in human urine. Untargeted metabolomics of 143 urine samples from healthy adults was performed. Phytochelatin 2, ?E-C-?E-C-G, was detected, and the rest of the urine metabolome was searched for phytochelatins and predicted phytochelatin metabolites which correlated with phytochelatin 2 concentrations. Phytochelatin 2 and associated metabolites were found to correlate with urinary metals, and further experiments were performed provide insight into function of dietary phytochelatins.
https://www.metabolomicsworkbench.org/	PR001569	http://dx.doi.org/10.21228/M8WD9H			Metabolomic analysis in wildtype and Isg15 knockout mice after sham or transverse aortic constriction surgery	Left ventricular tissue was isolated from wildtype and Isg15 knockout mice 8 weeks after sham or transverse aortic constriction surgery and the metabolomic differences across the samples were compared.
https://www.metabolomicsworkbench.org/	PR001570	http://dx.doi.org/10.21228/M8RM66			Ozone alters glycosphingolipid metabolism and exacerbates characteristics of asthma in mice	Asthma is a common chronic respiratory disease exacerbated by multiple environmental factors, including exposure to air pollutants such as ozone. Acute ozone exposure has previously been implicated in airway inflammation, airway hyperreactivity, and other characteristics of asthma. Altered sphingolipid metabolism following ozone exposure may contribute to the molecular mechanisms underlying these previously reported effects. This study aimed to identify changes in metabolomic profiles and characteristics of asthma in allergen-sensitized mice following ozone exposure to provide insights regarding mechanisms of ozone-induced exacerbations in asthma. Adult male and female BALB/c mice were sensitized intranasally to house dust mite allergen (HDM) on days 1, 3, and 5 followed by HDM challenge on days 12-14. Mice were subsequently exposed to ozone following each HDM challenge for 6 hr/day. Bronchoalveolar lavage, plasma, whole lung lobes, and microdissected lung airways were collected from 8 female and 8 male mice for metabolomics analysis. 6 female and 6 male mice underwent methacholine challenge using a forced oscillation technique to assess pulmonary function. HDM-sensitized male mice exposed to ozone displayed synergistically increased airway hyperreactivity as well as increased airway inflammation and eosinophilia relative to control mice. Effects in male mice were significantly more severe than the effects observed in females. Both HDM-sensitized male and female mice exposed to ozone displayed significant decreases in multiple classes of sphingolipids in microdissected airways. However, glycosphingolipids were significantly increased in females and to a lesser extent in males. These results potentially implicate glycosphingolipids in protecting against severe outcomes of ozone exposure that coincide with exacerbation of allergic asthma.
https://www.metabolomicsworkbench.org/	PR001571	http://dx.doi.org/10.21228/M8MX49			Characterizing the intrauterine environment via untargeted metabolomics profiling of maternal blood collected during pregnancy (PETALS Cohort)	This project is funded by the NIH Environmental influences on Child Health Outcomes (ECHO) program, and uses data from five cohorts: Healthy Start, Project Viva, Atlanta ECHO, ARCH Cohort, and PETALS. This project will generate new untargeted metabolomics profiling data at two time-points in pregnancy for all women in order to identify trimester-specific metabolomics signatures and longitudinal metabolomics trajectories associated with offspring birth size; identify the contribution of maternal sociodemographic and perinatal characteristics to the metabolomics signatures.
https://www.metabolomicsworkbench.org/	PR001572	http://dx.doi.org/10.21228/M8H70Z			Impacts of interactions between environmental chemical exposures and diet on gut microbiota and microbiota-derived metabolites in mothers and children	This project is funded by the NIH Environmental influences on Child Health Outcomes (ECHO) OIF program, and uses data from two cohorts: MAAP and MARCH. This project will examine associations with PFAS exposures and gut microbiota form and function in mothers and children over time. Untargeted metabolomics will be used as a means to assess changes in microbiota-derived metabolites.
https://www.metabolomicsworkbench.org/	PR001573	http://dx.doi.org/10.21228/M8CD9V			Alterations in CSF Urea Occur in Late Manifest Stage Huntington Disease	Huntington Disease (HD) is a neurodegenerative disorder caused by expanded cytosine-adenine-guanine (CAG) repeats in the Huntingtin gene, resulting in the production of mutant huntingtin proteins (mHTT). Previous research has identified urea as a key metabolite elevated in HD animal models and post-mortem tissues of HD patients. The exact timing of these elevations in urea and the molecular mechanism(s) responsible for these disturbances remain unknown. To better understand the pathophysiologic mechanisms responsible for elevations in urea in HD, we completed a global metabolomic profile of cerebrospinal fluid (CSF) from individuals who were at several stages of disease: pre-manifest (PRE), manifest (MAN), and late-manifest (LATE) HD participants compared to controls. We found approximately 500 metabolites were significantly altered in pre-manifest participants compared to controls, although no significant difference in CSF urea or urea metabolites. Interestingly, CSF urea was only significantly elevated in LATE participants compared to controls. There were no changes in the urea metabolites, citrulline, ornithine and arginine throughout disease; however, we did observe changes in acetate, creatinine, 4-acetamidobutanoate and 4-aminobutyraldehyde which are indirect modifiers of urea. Overall, our study confirms that elevations in urea do occur in HD, albeit later in disease and that these changes may reflect more central impairments to cellular energy metabolism yet to be explored.
https://www.metabolomicsworkbench.org/	PR001574	http://dx.doi.org/10.21228/M87Q6K			Characterizing the intrauterine environment via untargeted metabolomics profiling of maternal blood collected during pregnancy (ARCH Cohort)	This project is funded by the NIH Environmental influences on Child Health Outcomes (ECHO) program, and uses data from five cohorts: Healthy Start, Project Viva, Atlanta ECHO, ARCH Cohort, and PETALS. This project will generate new untargeted metabolomics profiling data at two time-points in pregnancy for all women in order to identify trimester-specific metabolomics signatures and longitudinal metabolomics trajectories associated with offspring birth size; identify the contribution of maternal sociodemographic and perinatal characteristics to the metabolomics signatures.
https://www.metabolomicsworkbench.org/	PR001575	http://dx.doi.org/10.21228/M83X51			Regenerative Metabolomic Profiles of the Zebrafish Visual System	Zebrafish (Danio Rerio) have the capacity for successful adult optic nerve regeneration. In contrast, mammals lack this intrinsic ability and undergo irreversible neurodegeneration seen in glaucoma and other optic neuropathies. Optic nerve regeneration is often studied using optic nerve crush, a mechanical neurodegenerative model. Currently, untargeted metabolomic studies within successful regenerative models are deficient. Evaluation of tissue metabolomic changes in active zebrafish optic nerve regeneration can elucidate prioritized metabolite pathways to be targeted in mammalian systems for therapeutic development. Female and male (6 month to 1 year old) right Zebrafish (Tg(gap43:GFP)) optic nerves were crushed and collected three days after. The associated retinas and tecta were also collected under the same conditions for metabolic analysis. Contralateral, uninjured optic nerves, retinas and tecta were collected as controls. The three tissue types (optic nerve, retina, and tectum) were dissected from euthanized fish and frozen on dry ice. Optic nerve samples were pooled for each category (female crush, female control, male crush, male control) and pooled at n = 31 to obtain sufficient metabolite concentrations for analysis. Retina and tectum samples were pooled using the same categories (female crush, female control, male crush, male control) at n = 10-12. Regeneration was verified by microscope visualization of GFP fluorescence. Metabolites were extracted using a Precellys Homogenizer and a serial extraction method: (1) 1:1 Methanol/Water and (2) 8:1:1 Acetonitrile/Methanol/Acetone. Metabolites were analyzed by untargeted liquid chromatography-mass spectrometry (LC MS-MS) profiling using a Q-Exactive Orbitrap instrument coupled with Vanquish Horizon Binary UHPLC LC-MS system. Metabolites were identified and quantified using Compound Discoverer 3.3 and isotopic internal metabolite standards.
https://www.metabolomicsworkbench.org/	PR001576	http://dx.doi.org/10.21228/M80709			Mouse Neutrophil NTEM eicosanoids WT vs KI vs KO	Uncontrolled inflammation is linked to poor outcomes in sepsis and wound healing, which are multi-phased physiological responses. Eicosanoids, a class of bioactive lipids, play a major regulatory role in these physiologies. In this study, the ablation of the ceramide-1-phosphate (C1P) interaction site in the eicosanoid biosynthetic enzyme, group IVA cytosolic phospholipase A2, in mice (cPLA2a-KI mice) resulted in enhanced and sustained neutrophil infiltration into both wounds and the peritoneum during the inflammatory phase of wound healing and sepsis. Enhanced neutrophil infiltration (i.e., neutrophilia) was associated with significant improvements in wound healing and the survival of mice to sepsis. As neutrophilia at the site of injury or infection normally associates with a poor outcome, our laboratory investigated this Neutrophil Conundrum by characterizing the cPLA2a-KI neutrophils, which showed enhanced N2-subtype markers, trans-endothelial migration, phagocytosis and VEGF with a concomitant decrease in TNFa, neutrophil extracellular trap production, N1-subtype markers, and endothelial cell damage versus wild-type neutrophils. This N2 polarization of cPLA2a-KI neutrophils was due to an induction of the 5-HETE/5-oxo-ETE biosynthetic pathway and activation of the OXER1 receptor. Unbiased proteomics identified perturbations in the pentose phosphate pathway (PPP) specific to OXER1 signaling in the cPLA2a-KI neutrophils, and modulation of the PPP recapitulated specific aspects of the N2 phenotype. Thus, C1P via cPLA2a negatively regulates 5-oxo-ETE biosynthesis, which controls neutrophil polarization via the PPP
https://www.metabolomicsworkbench.org/	PR001577	http://dx.doi.org/10.21228/M8VD8T			Reprogramming of miR-142-dependent Metabolism Drives Blast Transformation of Chronic Myelogenous Leukemia	Metabolic profiling of miR-142+/+BCR-ABL Leukemic stem cell (LSC)-enriched Lineage-Sca-1+c-Kit+ cells (LSKs) compared to miR-142-/-BCR-ABL controls
https://www.metabolomicsworkbench.org/	PR001578	http://dx.doi.org/10.21228/M8QQ79			Bioactive molecule(s) of gut bacteria of Crocodile (Crocodylus palustris) as potential pharmaceuticals	Crocodiles thrive in unsanitary conditions, feed on rotten meat, are exposed to heavy metals and are among the very few species to endure the catastrophic Cretaceous-Tertiary extinction event, and yet they can live up to 100 years. We hypothesized that crocodiles have developed mechanisms to achieve such longevity while surviving under stressful conditions. We speculate that their microbial gut flora may produce substances contributing to their “hardiness” and “longevity”. Previously we characterized selected microbial gut bacteria colonizing the gastrointestinal tract of Crocodylus porosus (CP) using 16S rDNA sequencing. Next, bacterial conditioned media containing gut microbial metabolites were prepared. Bioassay-guided testing of selected bacterial conditioned media using LC-TIMS-QTOF MS, revealed the identity of gut microbial metabolites. Among two bacterial conditioned media, i.e., CP27 and 36, the analyses resulted in 141 highly confidently (MS/MS) identified metabolites in both samples. The pairwise comparison of the two samples indicated that 109 metabolites change significantly between them (p <0.05). Among abundant metabolites more prevalent in CP36 there were 2-Methyl-4-nitroimidazole, N-Acetyl-L-tyrosine, Acetaminophen, Trans-Ferulic acid, N, N-Dimethylformamide, Pyrocatechol, Cyclohexanone, 3, 4-Dihydrozphenylglycol, Diphenhydramine, Melatonin, Gamma –terpinene. Whereas in CP27 samples the most abundant metabolites were Carbamazepin, deoxyninosine, Cysteamine, Benzylnicotinate, 3-phenoxypropionic acid, Indole-3-carbinol, Benzaldehyde, Benzocaine, 2-Aminobenzoic acid, 3-Methylindole. Functional enrichment analysis of all identified metabolites with metabolite sets based on drug pathways showed that they were enriched for drug action of top ten pathways associating with enalapril metabolism pathway, diphenhydramine H1-Antihistamine action, enalarpil action pathway, benzocaine action pathway, mepivacaine action pathway, oxybuprocaine action pathways, nifedipine action pathway, propranolol action pathway, acetaminophen metabolism pathway, carbamazepine metabolism pathway. These findings suggest that analyses of crocodile gut bacteria may reveal potential drug leads, intensive future research is needed to realize these expectations.
https://www.metabolomicsworkbench.org/	PR001579	http://dx.doi.org/10.21228/M8KX40			Identifying how human papillomavirus (HPV) 18 establishment alters metabolism in primary human foreskin keratinocytes	HPV18 is a causative agent of many cancers at a range of anatomical sites. However, the development of cancer often takes many years following initial infection and requires the virus to be able to persist and replicate within the host. Measuring metabolic changes immediately after HPV18 establishment will enable early metabolic changes associated with HPV18 persistence to be determined. Here, we compare the metabolic profiles of HPV18 genome-containing primary human foreskin keratinocytes from six donors, compared to donor-matched untransfected controls. The aim was to identify metabolic and lipid changes associated with HPV establishment in primary human foreskin keratinocytes.
https://www.metabolomicsworkbench.org/	PR001580	http://dx.doi.org/10.21228/M8G711			APOE modulates microglial immunometabolism in response to age, amyloid pathology, and inflammatory challenge	The E4 allele of Apolipoprotein E (APOE) is associated with both metabolic dysfunction and a heightened pro-inflammatory response – two findings that may be intrinsically linked through the concept of immunometabolism. Here, we combined bulk, single-cell, and spatial transcriptomics with cell-specific and spatially resolved metabolic analyses to systematically address the role of APOE across age, neuroinflammation, and AD pathology. RNAseq highlighted immunometabolic changes across the APOE4 glial transcriptome, specifically in subsets of metabolically distinct microglia enriched in the E4 brain during aging or following an inflammatory challenge. E4 microglia display increased Hif1a expression, a disrupted TCA cycle, and are inherently pro-glycolytic, while spatial transcriptomics and MALDI mass spectrometry imaging highlight an E4-specific response to amyloid that is characterized by widespread alterations in lipid metabolism. Taken together, our findings emphasize a central role for APOE in regulating microglial immunometabolism.
